iter	AUC:type=Mu	MultiClass	Accuracy	F1:class=0	F1:class=1	F1:class=2	F1:class=3	F1:class=4	F1:class=5	F1:class=6
596	0.9865259028	1.94084246	0.7505924171	0.8106060606	0.6017699115	0.6692160612	0.8713235294	0.9961685824	0.6246973366	0.5917159763
597	0.9865148009	1.940824563	0.7505924171	0.8106060606	0.6017699115	0.6692160612	0.8713235294	0.9961685824	0.6246973366	0.5917159763
598	0.9865118117	1.940817408	0.7505924171	0.8106060606	0.6017699115	0.6692160612	0.8713235294	0.9961685824	0.6246973366	0.5917159763
599	0.9865354257	1.940811497	0.7505924171	0.8106060606	0.6017699115	0.6692160612	0.8713235294	0.9961685824	0.6246973366	0.5917159763
600	0.9865226765	1.940803213	0.7505924171	0.8106060606	0.6017699115	0.6692160612	0.8713235294	0.9961685824	0.6246973366	0.5917159763
601	0.9865134723	1.940793266	0.7505924171	0.8106060606	0.6017699115	0.6692160612	0.8713235294	0.9961685824	0.6246973366	0.5917159763
602	0.9865262632	1.940787588	0.7505924171	0.8106060606	0.6017699115	0.6692160612	0.8713235294	0.9961685824	0.6246973366	0.5917159763
603	0.9865632696	1.940776974	0.7505924171	0.8106060606	0.6017699115	0.6692160612	0.8713235294	0.9961685824	0.6246973366	0.5917159763
604	0.9865795217	1.940762625	0.7511848341	0.8106060606	0.6017699115	0.6717557252	0.8713235294	0.9961685824	0.6246973366	0.5928853755
605	0.9865726613	1.94075173	0.75	0.8106060606	0.6017699115	0.6666666667	0.8697247706	0.9961685824	0.6246973366	0.5917159763
606	0.9865751756	1.9407442	0.7505924171	0.8106060606	0.6017699115	0.6692160612	0.8713235294	0.9961685824	0.6246973366	0.5917159763
607	0.986557519	1.940733715	0.7505924171	0.8106060606	0.6017699115	0.6692160612	0.8713235294	0.9961685824	0.6246973366	0.5917159763
608	0.986558699	1.940726195	0.7505924171	0.8106060606	0.6017699115	0.6692160612	0.8713235294	0.9961685824	0.6246973366	0.5917159763
609	0.9865553135	1.940719537	0.7505924171	0.8106060606	0.6017699115	0.6692160612	0.8713235294	0.9961685824	0.6246973366	0.5917159763
610	0.9865753782	1.940714826	0.7505924171	0.8106060606	0.6017699115	0.6692160612	0.8713235294	0.9961685824	0.6246973366	0.5917159763
611	0.9865926245	1.940705329	0.7517772512	0.8106060606	0.6017699115	0.6742857143	0.8729281768	0.9961685824	0.6246973366	0.5928853755
612	0.9865961046	1.940699596	0.7517772512	0.8106060606	0.6017699115	0.6742857143	0.8729281768	0.9961685824	0.6246973366	0.5928853755
613	0.9866186591	1.940693121	0.7517772512	0.8106060606	0.6017699115	0.6742857143	0.8729281768	0.9961685824	0.6246973366	0.5928853755
614	0.9866126313	1.940684565	0.7523696682	0.8106060606	0.6058823529	0.6742857143	0.8729281768	0.9961685824	0.6262135922	0.5928853755
615	0.986611399	1.940681134	0.7517772512	0.8106060606	0.6017699115	0.6742857143	0.8729281768	0.9961685824	0.6246973366	0.5928853755
616	0.9866189147	1.940675326	0.7511848341	0.8106060606	0.6017699115	0.6717557252	0.8729281768	0.9961685824	0.6246973366	0.5917159763
617	0.9866187705	1.940667037	0.7517772512	0.8106060606	0.6058823529	0.6717557252	0.8729281768	0.9961685824	0.6262135922	0.5917159763
618	0.9866158853	1.940655244	0.7517772512	0.8106060606	0.6058823529	0.6717557252	0.8729281768	0.9961685824	0.6262135922	0.5917159763
619	0.9866099279	1.940647699	0.7517772512	0.8106060606	0.6058823529	0.6717557252	0.8729281768	0.9961685824	0.6262135922	0.5917159763
620	0.9866286857	1.940641273	0.7505924171	0.8106060606	0.5976331361	0.6717557252	0.8729281768	0.9961685824	0.6231884058	0.5917159763
621	0.986639632	1.940632663	0.7511848341	0.8106060606	0.6017699115	0.6717557252	0.8729281768	0.9961685824	0.6246973366	0.5917159763
622	0.9866374575	1.940624286	0.7517772512	0.8106060606	0.6017699115	0.6742857143	0.8729281768	0.9961685824	0.6246973366	0.5928853755
623	0.9866527461	1.940620635	0.7517772512	0.8106060606	0.6017699115	0.6742857143	0.8729281768	0.9961685824	0.6246973366	0.5928853755
624	0.9866740208	1.940608302	0.7505924171	0.8106060606	0.5976331361	0.6717557252	0.8713235294	0.9961685824	0.6231884058	0.5928853755
625	0.9866697753	1.940597092	0.7505924171	0.8106060606	0.5976331361	0.6717557252	0.8713235294	0.9961685824	0.6231884058	0.5928853755
626	0.9866773785	1.940592145	0.7505924171	0.8106060606	0.5976331361	0.6717557252	0.8713235294	0.9961685824	0.6231884058	0.5928853755
627	0.9866873259	1.940582079	0.7505924171	0.809073724	0.5976331361	0.6717557252	0.8713235294	0.9961685824	0.6246973366	0.5928853755
628	0.9866577183	1.940570782	0.7511848341	0.8106060606	0.6017699115	0.6717557252	0.8713235294	0.9961685824	0.6246973366	0.5928853755
629	0.9866606123	1.940564735	0.7511848341	0.8106060606	0.6017699115	0.6717557252	0.8713235294	0.9961685824	0.6246973366	0.5928853755
630	0.9866562542	1.940558889	0.7511848341	0.8106060606	0.6017699115	0.6717557252	0.8713235294	0.9961685824	0.6246973366	0.5928853755
631	0.9866712778	1.940550977	0.7511848341	0.809073724	0.5976331361	0.6742857143	0.8729281768	0.9961685824	0.6246973366	0.5928853755
632	0.9866734092	1.940541854	0.7505924171	0.809073724	0.5976331361	0.6717557252	0.8713235294	0.9961685824	0.6246973366	0.5928853755
633	0.9866739012	1.940532931	0.7505924171	0.809073724	0.5976331361	0.6717557252	0.8713235294	0.9961685824	0.6246973366	0.5928853755
634	0.9866676165	1.940520375	0.7511848341	0.809073724	0.5976331361	0.673040153	0.8713235294	0.9961685824	0.6246973366	0.5956607495
635	0.9866879072	1.940516749	0.7511848341	0.809073724	0.5976331361	0.673040153	0.8713235294	0.9961685824	0.6246973366	0.5956607495
636	0.9866856972	1.940511303	0.7511848341	0.809073724	0.5976331361	0.673040153	0.8713235294	0.9961685824	0.6246973366	0.5956607495
637	0.9866872449	1.940503371	0.7511848341	0.809073724	0.5976331361	0.6743295019	0.8697247706	0.9961685824	0.6246973366	0.5956607495
638	0.9866874888	1.940497832	0.7511848341	0.809073724	0.5976331361	0.6743295019	0.8697247706	0.9961685824	0.6246973366	0.5956607495
639	0.9866910985	1.940490491	0.7511848341	0.809073724	0.5976331361	0.6743295019	0.8697247706	0.9961685824	0.6246973366	0.5956607495
640	0.9866835598	1.940483501	0.7511848341	0.809073724	0.5976331361	0.6743295019	0.8697247706	0.9961685824	0.6246973366	0.5956607495
641	0.9866823782	1.940477185	0.7511848341	0.809073724	0.5976331361	0.6743295019	0.8697247706	0.9961685824	0.6246973366	0.5956607495
642	0.9866897559	1.940468599	0.7511848341	0.809073724	0.5976331361	0.6743295019	0.8697247706	0.9961685824	0.6246973366	0.5956607495
643	0.986635007	1.940445315	0.7511848341	0.8106060606	0.6017699115	0.6717850288	0.8697247706	0.9961685824	0.6246973366	0.594488189
644	0.9866395586	1.940439834	0.7517772512	0.8106060606	0.6017699115	0.6743295019	0.8697247706	0.9961685824	0.6246973366	0.5956607495
645	0.9866432324	1.940433666	0.7517772512	0.8106060606	0.6017699115	0.6743295019	0.8697247706	0.9961685824	0.6246973366	0.5956607495
646	0.9866490341	1.9404286	0.7511848341	0.8106060606	0.6017699115	0.673040153	0.8697247706	0.9961685824	0.6246973366	0.5928853755
647	0.9866703521	1.940419008	0.7517772512	0.8121442125	0.6058823529	0.673040153	0.8697247706	0.9961685824	0.6246973366	0.5928853755
648	0.9866735932	1.940414373	0.7511848341	0.8106060606	0.6017699115	0.673040153	0.8697247706	0.9961685824	0.6246973366	0.5928853755
649	0.9866784131	1.940406951	0.7523696682	0.8121442125	0.6058823529	0.6743295019	0.8697247706	0.9961685824	0.6246973366	0.5956607495
650	0.9866755114	1.940396923	0.7517772512	0.8121442125	0.6058823529	0.673040153	0.8697247706	0.9961685824	0.6246973366	0.5928853755
651	0.9866605847	1.940382968	0.7523696682	0.8121442125	0.6058823529	0.6743295019	0.8697247706	0.9961685824	0.6246973366	0.5956607495
652	0.9866457896	1.940374918	0.7511848341	0.809073724	0.5976331361	0.6743295019	0.8697247706	0.9961685824	0.6246973366	0.5956607495
653	0.986630584	1.940357276	0.7505924171	0.809073724	0.5976331361	0.673040153	0.8697247706	0.9961685824	0.6246973366	0.5928853755
654	0.9866489516	1.940350132	0.7505924171	0.809073724	0.5976331361	0.673040153	0.8697247706	0.9961685824	0.6246973366	0.5928853755
655	0.9866200225	1.940337826	0.7505924171	0.809073724	0.5934718101	0.6743295019	0.8697247706	0.9961685824	0.6231884058	0.5956607495
656	0.9866323968	1.940332686	0.7505924171	0.8106060606	0.5976331361	0.673040153	0.8697247706	0.9961685824	0.6231884058	0.5928853755
657	0.9866238257	1.940322999	0.7511848341	0.8106060606	0.5976331361	0.6743295019	0.8697247706	0.9961685824	0.6231884058	0.5956607495
658	0.9866015856	1.940314233	0.7523696682	0.8121442125	0.6058823529	0.6743295019	0.8697247706	0.9961685824	0.6246973366	0.5956607495
659	0.9865804973	1.940304636	0.7523696682	0.8121442125	0.6058823529	0.6743295019	0.8697247706	0.9961685824	0.6246973366	0.5956607495
660	0.986596094	1.94029678	0.7517772512	0.8121442125	0.6058823529	0.673040153	0.8697247706	0.9961685824	0.6246973366	0.5928853755
661	0.986592028	1.940286159	0.7517772512	0.8121442125	0.6058823529	0.673040153	0.8697247706	0.9961685824	0.6246973366	0.5928853755
662	0.986597294	1.940281565	0.7517772512	0.8121442125	0.6058823529	0.673040153	0.8697247706	0.9961685824	0.6246973366	0.5928853755
663	0.9866125607	1.940274342	0.7517772512	0.8121442125	0.6058823529	0.673040153	0.8697247706	0.9961685824	0.6246973366	0.5928853755
664	0.9866188772	1.940266651	0.7511848341	0.8106060606	0.6017699115	0.673040153	0.8697247706	0.9961685824	0.6246973366	0.5928853755
665	0.986631347	1.940259996	0.7511848341	0.8106060606	0.6017699115	0.673040153	0.8697247706	0.9961685824	0.6231884058	0.5940594059
666	0.9866637363	1.940251568	0.7511848341	0.8106060606	0.6017699115	0.673040153	0.8697247706	0.9961685824	0.6231884058	0.5940594059
667	0.986663437	1.940243004	0.7511848341	0.8106060606	0.6017699115	0.673040153	0.8697247706	0.9961685824	0.6231884058	0.5940594059
668	0.9866674085	1.940237627	0.7511848341	0.8106060606	0.6017699115	0.673040153	0.8697247706	0.9961685824	0.6231884058	0.5940594059
669	0.9866445288	1.940216802	0.7511848341	0.8106060606	0.6017699115	0.673040153	0.8697247706	0.9961685824	0.6231884058	0.5940594059
670	0.9866424426	1.940210588	0.7505924171	0.8106060606	0.6017699115	0.6704980843	0.8697247706	0.9961685824	0.6231884058	0.5928853755
671	0.9866463976	1.940203708	0.7511848341	0.8106060606	0.6017699115	0.673040153	0.8697247706	0.9961685824	0.6231884058	0.5940594059
672	0.986623279	1.940192737	0.7505924171	0.8106060606	0.6017699115	0.6704980843	0.8697247706	0.9961685824	0.6231884058	0.5928853755
673	0.9866385894	1.940181182	0.7511848341	0.8106060606	0.6017699115	0.673040153	0.8697247706	0.9961685824	0.6231884058	0.5940594059
674	0.9866352839	1.940174464	0.7517772512	0.8121442125	0.6058823529	0.673040153	0.8697247706	0.9961685824	0.6231884058	0.5940594059
675	0.9866337778	1.940166966	0.7511848341	0.8121442125	0.6017699115	0.673040153	0.8697247706	0.9961685824	0.621686747	0.5940594059
676	0.986613338	1.940155153	0.7511848341	0.8106060606	0.6017699115	0.673040153	0.8697247706	0.9961685824	0.6231884058	0.5940594059
677	0.986625477	1.940146716	0.7511848341	0.8106060606	0.6017699115	0.673040153	0.8697247706	0.9961685824	0.6231884058	0.5940594059
678	0.9866359394	1.940138532	0.7505924171	0.8106060606	0.5976331361	0.673040153	0.8697247706	0.9961685824	0.621686747	0.5940594059
679	0.9866279274	1.940126187	0.7511848341	0.8106060606	0.6017699115	0.673040153	0.8697247706	0.9961685824	0.6231884058	0.5940594059
680	0.9865894148	1.940103869	0.7505924171	0.8106060606	0.6017699115	0.6704980843	0.8697247706	0.9961685824	0.6231884058	0.5928853755
681	0.9865643656	1.940090629	0.7517772512	0.8121442125	0.6058823529	0.673040153	0.8697247706	0.9961685824	0.6231884058	0.5940594059
682	0.9865641492	1.940085337	0.7511848341	0.8106060606	0.6017699115	0.673040153	0.8697247706	0.9961685824	0.6231884058	0.5940594059
683	0.9865858966	1.940080764	0.7511848341	0.8106060606	0.6017699115	0.673040153	0.8697247706	0.9961685824	0.6231884058	0.5940594059
684	0.9865720512	1.940070284	0.7505924171	0.809073724	0.5976331361	0.673040153	0.8697247706	0.9961685824	0.6231884058	0.5940594059
685	0.9865626095	1.940062895	0.75	0.809073724	0.5934718101	0.673040153	0.8697247706	0.9961685824	0.621686747	0.5940594059
686	0.9865688934	1.940050472	0.7511848341	0.8106060606	0.6017699115	0.673040153	0.8697247706	0.9961685824	0.6231884058	0.5940594059
687	0.9865652628	1.940043111	0.7517772512	0.8121442125	0.6058823529	0.673040153	0.8697247706	0.9961685824	0.6231884058	0.5940594059
688	0.9865792565	1.940033957	0.7505924171	0.8106060606	0.5976331361	0.673040153	0.8697247706	0.9961685824	0.621686747	0.5940594059
689	0.9865637394	1.940027311	0.7505924171	0.8106060606	0.5976331361	0.673040153	0.8697247706	0.9961685824	0.621686747	0.5940594059
690	0.9865633812	1.940021245	0.7511848341	0.8106060606	0.6017699115	0.673040153	0.8697247706	0.9961685824	0.6231884058	0.5940594059
691	0.9865818708	1.940012157	0.7505924171	0.8106060606	0.5976331361	0.673040153	0.8697247706	0.9961685824	0.621686747	0.5940594059
692	0.986586927	1.940007312	0.7505924171	0.8106060606	0.5976331361	0.673040153	0.8697247706	0.9961685824	0.621686747	0.5940594059
693	0.9866036163	1.9400036	0.7505924171	0.8106060606	0.5976331361	0.673040153	0.8697247706	0.9961685824	0.621686747	0.5940594059
694	0.9866064078	1.939996183	0.7505924171	0.8106060606	0.5976331361	0.673040153	0.8697247706	0.9961685824	0.621686747	0.5940594059
695	0.9866163728	1.939978039	0.7505924171	0.8106060606	0.5976331361	0.673040153	0.8697247706	0.9961685824	0.621686747	0.5940594059
696	0.9866292257	1.939972727	0.7511848341	0.8106060606	0.5976331361	0.6755725191	0.8713235294	0.9961685824	0.621686747	0.5940594059
697	0.9866351586	1.939964004	0.7505924171	0.8106060606	0.5976331361	0.673040153	0.8697247706	0.9961685824	0.621686747	0.5940594059
698	0.9866174881	1.939952546	0.7505924171	0.8106060606	0.5976331361	0.673040153	0.8697247706	0.9961685824	0.621686747	0.5940594059
699	0.9866209835	1.939945635	0.7505924171	0.8106060606	0.5976331361	0.673040153	0.8697247706	0.9961685824	0.621686747	0.5940594059
700	0.9865978149	1.939933876	0.7505924171	0.8106060606	0.5976331361	0.673040153	0.8697247706	0.9961685824	0.621686747	0.5940594059
701	0.9866108243	1.939927289	0.7505924171	0.8106060606	0.5976331361	0.673040153	0.8697247706	0.9961685824	0.621686747	0.5940594059
702	0.9866310162	1.939921751	0.7505924171	0.8106060606	0.5976331361	0.673040153	0.8697247706	0.9961685824	0.621686747	0.5940594059
703	0.9866304424	1.939916404	0.7505924171	0.8106060606	0.5976331361	0.673040153	0.8697247706	0.9961685824	0.621686747	0.5940594059
704	0.9866375988	1.939911862	0.7505924171	0.8106060606	0.5976331361	0.673040153	0.8697247706	0.9961685824	0.621686747	0.5940594059
705	0.9866328736	1.939907306	0.7511848341	0.8106060606	0.6017699115	0.673040153	0.8697247706	0.9961685824	0.6231884058	0.5940594059
706	0.9866341111	1.939903625	0.7511848341	0.8106060606	0.6017699115	0.673040153	0.8697247706	0.9961685824	0.6231884058	0.5940594059
707	0.9866251517	1.939893512	0.7505924171	0.8106060606	0.5976331361	0.673040153	0.8697247706	0.9961685824	0.621686747	0.5940594059
708	0.9866367738	1.939887747	0.7505924171	0.8106060606	0.5976331361	0.673040153	0.8697247706	0.9961685824	0.621686747	0.5940594059
709	0.9866382107	1.939880075	0.7505924171	0.8106060606	0.5976331361	0.673040153	0.8697247706	0.9961685824	0.621686747	0.5940594059
710	0.986649565	1.939875272	0.7511848341	0.8106060606	0.5976331361	0.6755725191	0.8713235294	0.9961685824	0.621686747	0.5940594059
711	0.9866466137	1.939869737	0.7511848341	0.8121442125	0.6017699115	0.673040153	0.8697247706	0.9961685824	0.621686747	0.5940594059
712	0.9866582127	1.939865751	0.7511848341	0.8121442125	0.6017699115	0.673040153	0.8697247706	0.9961685824	0.621686747	0.5940594059
713	0.986660074	1.939855173	0.7511848341	0.8121442125	0.6017699115	0.673040153	0.8697247706	0.9961685824	0.621686747	0.5940594059
714	0.9866742526	1.939846594	0.7505924171	0.8106060606	0.5976331361	0.673040153	0.8697247706	0.9961685824	0.621686747	0.5940594059
715	0.9866809916	1.939840681	0.7511848341	0.8106060606	0.6017699115	0.673040153	0.8697247706	0.9961685824	0.6231884058	0.5940594059
716	0.9866894367	1.939835404	0.7511848341	0.8106060606	0.6017699115	0.673040153	0.8697247706	0.9961685824	0.6231884058	0.5940594059
717	0.9866772301	1.939825117	0.7517772512	0.8106060606	0.6017699115	0.6755725191	0.8713235294	0.9961685824	0.6231884058	0.5940594059
718	0.9866764561	1.93981883	0.7517772512	0.8106060606	0.6017699115	0.6755725191	0.8713235294	0.9961685824	0.6231884058	0.5940594059
719	0.9866825733	1.939798628	0.7511848341	0.8106060606	0.6017699115	0.673040153	0.8697247706	0.9961685824	0.6231884058	0.5940594059
720	0.98666928	1.93978834	0.7517772512	0.8121442125	0.6058823529	0.673040153	0.8697247706	0.9961685824	0.6231884058	0.5940594059
721	0.9866757722	1.93978187	0.7511848341	0.8106060606	0.6017699115	0.673040153	0.8697247706	0.9961685824	0.6231884058	0.5940594059
722	0.9866890658	1.939772185	0.7517772512	0.8106060606	0.6017699115	0.6755725191	0.8713235294	0.9961685824	0.6231884058	0.5940594059
723	0.9866695546	1.93976161	0.7517772512	0.8106060606	0.6017699115	0.6755725191	0.8713235294	0.9961685824	0.6231884058	0.5940594059
724	0.9866613236	1.939751359	0.7517772512	0.8106060606	0.6017699115	0.6755725191	0.8713235294	0.9961685824	0.6231884058	0.5940594059
725	0.9866323837	1.939742529	0.7517772512	0.8106060606	0.6017699115	0.6755725191	0.8713235294	0.9961685824	0.6231884058	0.5940594059
726	0.9866592304	1.939737116	0.7517772512	0.8106060606	0.6017699115	0.6755725191	0.8713235294	0.9961685824	0.6231884058	0.5940594059
727	0.9866349916	1.939724623	0.7517772512	0.8106060606	0.6017699115	0.6755725191	0.8713235294	0.9961685824	0.6231884058	0.5940594059
728	0.9866153075	1.93970671	0.7517772512	0.8106060606	0.6017699115	0.6755725191	0.8713235294	0.9961685824	0.6231884058	0.5940594059
729	0.9866346284	1.939702027	0.7511848341	0.809073724	0.5976331361	0.6755725191	0.8713235294	0.9961685824	0.6231884058	0.5940594059
730	0.986662733	1.939695695	0.7517772512	0.8106060606	0.6017699115	0.6755725191	0.8713235294	0.9961685824	0.6231884058	0.5940594059
731	0.9866547335	1.939686592	0.7511848341	0.809073724	0.5976331361	0.6755725191	0.8713235294	0.9961685824	0.6231884058	0.5940594059
732	0.9866625407	1.939674914	0.7523696682	0.8121442125	0.6058823529	0.6755725191	0.8713235294	0.9961685824	0.6231884058	0.5940594059
733	0.9866603544	1.939667842	0.7523696682	0.8121442125	0.6058823529	0.6755725191	0.8713235294	0.9961685824	0.6231884058	0.5940594059
734	0.9866694475	1.939662342	0.7523696682	0.8121442125	0.6058823529	0.6755725191	0.8713235294	0.9961685824	0.6231884058	0.5940594059
735	0.9866658399	1.939655351	0.7523696682	0.8121442125	0.6058823529	0.6755725191	0.8713235294	0.9961685824	0.6231884058	0.5940594059
736	0.9866765456	1.939648277	0.7517772512	0.8106060606	0.6017699115	0.6755725191	0.8713235294	0.9961685824	0.6231884058	0.5940594059
737	0.9866822578	1.939643879	0.7517772512	0.8106060606	0.6017699115	0.6755725191	0.8713235294	0.9961685824	0.6231884058	0.5940594059
738	0.9866755144	1.939634682	0.7517772512	0.8106060606	0.6017699115	0.6755725191	0.8713235294	0.9961685824	0.6231884058	0.5940594059
739	0.9866798818	1.939629856	0.7517772512	0.8106060606	0.6017699115	0.6755725191	0.8713235294	0.9961685824	0.6231884058	0.5940594059
740	0.9866771094	1.939623583	0.7517772512	0.8106060606	0.6017699115	0.6755725191	0.8713235294	0.9961685824	0.6231884058	0.5940594059
741	0.986696209	1.939614023	0.7511848341	0.8106060606	0.6017699115	0.673040153	0.8697247706	0.9961685824	0.6231884058	0.5940594059
742	0.9866902493	1.939604867	0.7517772512	0.8106060606	0.6017699115	0.6755725191	0.8713235294	0.9961685824	0.6231884058	0.5940594059
743	0.9866876077	1.939599729	0.7517772512	0.8106060606	0.6017699115	0.6755725191	0.8713235294	0.9961685824	0.6231884058	0.5940594059
744	0.9866763283	1.939588517	0.7517772512	0.8106060606	0.6017699115	0.673040153	0.8697247706	0.9961685824	0.6246973366	0.5968379447
745	0.9866689141	1.939581196	0.7517772512	0.8106060606	0.6017699115	0.673040153	0.8697247706	0.9961685824	0.6246973366	0.5968379447
746	0.9866725357	1.939572872	0.7517772512	0.8106060606	0.6017699115	0.673040153	0.8697247706	0.9961685824	0.6246973366	0.5968379447
747	0.9866627353	1.9395642	0.7529620853	0.8121442125	0.6058823529	0.6755725191	0.8713235294	0.9961685824	0.6246973366	0.5968379447
748	0.9866594928	1.939560141	0.7529620853	0.8121442125	0.6058823529	0.6755725191	0.8713235294	0.9961685824	0.6246973366	0.5968379447
749	0.9866635562	1.939554958	0.7523696682	0.8106060606	0.6017699115	0.6755725191	0.8713235294	0.9961685824	0.6246973366	0.5968379447
750	0.9866667972	1.939550707	0.7529620853	0.8121442125	0.6058823529	0.6755725191	0.8713235294	0.9961685824	0.6246973366	0.5968379447
751	0.9866717387	1.939544065	0.7523696682	0.8106060606	0.6017699115	0.6755725191	0.8713235294	0.9961685824	0.6246973366	0.5968379447
752	0.9866731119	1.939539236	0.7523696682	0.8106060606	0.6017699115	0.6755725191	0.8713235294	0.9961685824	0.6246973366	0.5968379447
753	0.9866876406	1.939530493	0.7523696682	0.8106060606	0.6017699115	0.6755725191	0.8713235294	0.9961685824	0.6246973366	0.5968379447
754	0.9866875662	1.939525861	0.7523696682	0.8106060606	0.6017699115	0.6755725191	0.8713235294	0.9961685824	0.6246973366	0.5968379447
755	0.9866729897	1.9395145	0.7529620853	0.8121442125	0.6058823529	0.6755725191	0.8713235294	0.9961685824	0.6246973366	0.5968379447
756	0.986680299	1.93950836	0.7529620853	0.8121442125	0.6058823529	0.6755725191	0.8713235294	0.9961685824	0.6246973366	0.5968379447
757	0.9866888358	1.939498855	0.7529620853	0.8106060606	0.6017699115	0.6755725191	0.8713235294	0.9961685824	0.6262135922	0.5996055227
758	0.9866702236	1.939475305	0.7529620853	0.8121442125	0.6058823529	0.6755725191	0.8713235294	0.9961685824	0.6246973366	0.5968379447
759	0.9866757631	1.939466078	0.7523696682	0.8121442125	0.6058823529	0.673040153	0.8697247706	0.9961685824	0.6246973366	0.5968379447
760	0.9866859074	1.939446165	0.7529620853	0.8121442125	0.6058823529	0.6755725191	0.8713235294	0.9961685824	0.6246973366	0.5968379447
761	0.9866965809	1.939441048	0.7529620853	0.8121442125	0.6058823529	0.6755725191	0.8713235294	0.9961685824	0.6246973366	0.5968379447
762	0.9867030207	1.939434041	0.7529620853	0.8121442125	0.6058823529	0.6755725191	0.8713235294	0.9961685824	0.6246973366	0.5968379447
763	0.9867138903	1.939428031	0.7535545024	0.8136882129	0.6099706745	0.6755725191	0.8713235294	0.9961685824	0.6246973366	0.5968379447
764	0.9867069538	1.93942146	0.7535545024	0.8136882129	0.6099706745	0.6755725191	0.8713235294	0.9961685824	0.6246973366	0.5968379447
765	0.9867091716	1.939416305	0.7529620853	0.8121442125	0.6058823529	0.6755725191	0.8713235294	0.9961685824	0.6246973366	0.5968379447
766	0.9867246701	1.93941062	0.7529620853	0.8121442125	0.6058823529	0.6755725191	0.8713235294	0.9961685824	0.6246973366	0.5968379447
767	0.9867188726	1.939403521	0.7535545024	0.8136882129	0.6099706745	0.6755725191	0.8713235294	0.9961685824	0.6246973366	0.5968379447
768	0.9867162457	1.93939737	0.7535545024	0.8121442125	0.6058823529	0.6755725191	0.8713235294	0.9961685824	0.6262135922	0.5996055227
769	0.9867292224	1.939392659	0.7547393365	0.8121442125	0.6058823529	0.680608365	0.8713235294	0.9961685824	0.6262135922	0.601980198
770	0.9867272272	1.939386935	0.7547393365	0.8121442125	0.6058823529	0.680608365	0.8713235294	0.9961685824	0.6262135922	0.601980198
771	0.9867417202	1.939379281	0.7553317536	0.8136882129	0.6099706745	0.680608365	0.8713235294	0.9961685824	0.6262135922	0.601980198
772	0.9867315667	1.939372738	0.7541469194	0.8136882129	0.6099706745	0.6755725191	0.8713235294	0.9961685824	0.6262135922	0.5996055227
773	0.9867375685	1.939368824	0.7541469194	0.8136882129	0.6099706745	0.6755725191	0.8713235294	0.9961685824	0.6262135922	0.5996055227
774	0.9867234749	1.939358531	0.7541469194	0.8136882129	0.6099706745	0.6755725191	0.8713235294	0.9961685824	0.6262135922	0.5996055227
775	0.9867243146	1.939353752	0.7541469194	0.8136882129	0.6099706745	0.6755725191	0.8713235294	0.9961685824	0.6262135922	0.5996055227
776	0.9867214926	1.939346774	0.7541469194	0.8136882129	0.6099706745	0.6755725191	0.8713235294	0.9961685824	0.6262135922	0.5996055227
777	0.9867269538	1.939337226	0.7529620853	0.8121442125	0.6058823529	0.673040153	0.8697247706	0.9961685824	0.6262135922	0.5996055227
778	0.9867237321	1.939329594	0.7529620853	0.8121442125	0.6058823529	0.673040153	0.8697247706	0.9961685824	0.6262135922	0.5996055227
779	0.986708616	1.939312775	0.7535545024	0.8136882129	0.6099706745	0.673040153	0.8697247706	0.9961685824	0.6262135922	0.5996055227
780	0.9867064383	1.939305969	0.7529620853	0.8121442125	0.6058823529	0.673040153	0.8697247706	0.9961685824	0.6262135922	0.5996055227
781	0.9867157593	1.939300623	0.7529620853	0.8121442125	0.6058823529	0.673040153	0.8697247706	0.9961685824	0.6262135922	0.5996055227
782	0.9867170032	1.939295153	0.7535545024	0.8121442125	0.6058823529	0.6755725191	0.8713235294	0.9961685824	0.6262135922	0.5996055227
783	0.9867188975	1.939283175	0.7523696682	0.8121442125	0.6058823529	0.673040153	0.8697247706	0.9961685824	0.6231884058	0.598019802
784	0.9867257242	1.939275045	0.7529620853	0.8121442125	0.6058823529	0.673040153	0.8697247706	0.9961685824	0.6246973366	0.6007905138
785	0.9867267729	1.939268555	0.7529620853	0.8121442125	0.6058823529	0.673040153	0.8697247706	0.9961685824	0.6246973366	0.6007905138
786	0.9867138482	1.93926168	0.7529620853	0.8121442125	0.6058823529	0.673040153	0.8697247706	0.9961685824	0.6246973366	0.6007905138
787	0.9867280695	1.939254445	0.7529620853	0.8121442125	0.6058823529	0.673040153	0.8697247706	0.9961685824	0.6262135922	0.5996055227
788	0.9867358937	1.939251401	0.7529620853	0.8121442125	0.6058823529	0.673040153	0.8697247706	0.9961685824	0.6262135922	0.5996055227
789	0.9867307228	1.939243677	0.7529620853	0.8121442125	0.6058823529	0.673040153	0.8697247706	0.9961685824	0.6246973366	0.6007905138
790	0.9867409437	1.939239983	0.7535545024	0.8121442125	0.6058823529	0.673040153	0.8697247706	0.9961685824	0.6277372263	0.6023622047
791	0.9867489437	1.939235919	0.7535545024	0.8121442125	0.6058823529	0.673040153	0.8697247706	0.9961685824	0.6277372263	0.6023622047
792	0.9867538549	1.939231766	0.7535545024	0.8121442125	0.6058823529	0.673040153	0.8697247706	0.9961685824	0.6277372263	0.6023622047
793	0.9867727102	1.939221039	0.7535545024	0.8121442125	0.6058823529	0.6755725191	0.8713235294	0.9961685824	0.6246973366	0.6007905138
