iter	AUC:type=Mu	MultiClass	Accuracy	F1:class=0	F1:class=1	F1:class=2	F1:class=3	F1:class=4	F1:class=5	F1:class=6
198	0.985396717	1.944150099	0.7434834123	0.8121442125	0.5958702065	0.6403162055	0.8535262206	0.9961685824	0.618705036	0.59765625
199	0.9854064877	1.944143691	0.7446682464	0.8121442125	0.5958702065	0.6456692913	0.8566243194	0.9961685824	0.618705036	0.59765625
200	0.9854391827	1.944137284	0.7446682464	0.8121442125	0.5958702065	0.6456692913	0.8566243194	0.9961685824	0.618705036	0.59765625
201	0.9854691285	1.944130638	0.7452606635	0.8121442125	0.5958702065	0.6469428008	0.8566243194	0.9961685824	0.618705036	0.6003898635
202	0.9853847059	1.944107006	0.7422985782	0.8152380952	0.6058823529	0.630952381	0.8489208633	0.9961685824	0.6172248804	0.5949119374
203	0.9854605595	1.944101043	0.7440758294	0.8152380952	0.6058823529	0.6390532544	0.8535262206	0.9961685824	0.6172248804	0.5949119374
204	0.9854810162	1.944094204	0.7446682464	0.8152380952	0.6058823529	0.6403162055	0.8535262206	0.9961685824	0.6172248804	0.59765625
205	0.9854834485	1.94408364	0.7440758294	0.8136882129	0.6017699115	0.6417322835	0.8550724638	0.9961685824	0.6172248804	0.5949119374
206	0.985408233	1.94407047	0.7440758294	0.8152380952	0.6041055718	0.6390532544	0.8535262206	0.9961685824	0.618705036	0.5949119374
207	0.9854505652	1.944064385	0.7434834123	0.8152380952	0.6058823529	0.6377952756	0.8535262206	0.9961685824	0.6172248804	0.5921568627
208	0.9854693663	1.944058187	0.7440758294	0.8152380952	0.6058823529	0.6404715128	0.8550724638	0.9961685824	0.6172248804	0.5921568627
209	0.9854965836	1.944048061	0.7440758294	0.8152380952	0.6081871345	0.6377952756	0.8535262206	0.9961685824	0.6201923077	0.5921568627
210	0.9855160744	1.944038785	0.7440758294	0.8152380952	0.6081871345	0.6377952756	0.8535262206	0.9961685824	0.6201923077	0.5921568627
211	0.9853436253	1.944016285	0.7411137441	0.8152380952	0.612244898	0.6245059289	0.8473967684	0.9961685824	0.621686747	0.5866141732
212	0.985379559	1.944007665	0.7411137441	0.8152380952	0.612244898	0.6245059289	0.8473967684	0.9961685824	0.621686747	0.5866141732
213	0.9854525866	1.944003002	0.7411137441	0.8152380952	0.612244898	0.6245059289	0.8473967684	0.9961685824	0.621686747	0.5866141732
214	0.9854665331	1.943996108	0.7417061611	0.8152380952	0.612244898	0.6257425743	0.8473967684	0.9961685824	0.621686747	0.5893909627
215	0.9854893883	1.943988976	0.7428909953	0.8152380952	0.612244898	0.6311637081	0.8504504505	0.9961685824	0.621686747	0.5893909627
216	0.9853462081	1.943966496	0.740521327	0.8121442125	0.6	0.6282306163	0.8473967684	0.9961685824	0.618705036	0.5921568627
217	0.9853421344	1.943963179	0.73992891	0.8106060606	0.5958702065	0.6282306163	0.8473967684	0.9961685824	0.618705036	0.5921568627
218	0.985375281	1.943955419	0.73992891	0.8106060606	0.5958702065	0.6282306163	0.8473967684	0.9961685824	0.618705036	0.5921568627
219	0.9853542382	1.943945831	0.7411137441	0.8106060606	0.5958702065	0.6282306163	0.8473967684	0.9961685824	0.623501199	0.5960784314
220	0.9854084724	1.943938387	0.7411137441	0.8121442125	0.5958702065	0.6282306163	0.8473967684	0.9961685824	0.6220095694	0.5960784314
221	0.9854579555	1.943931391	0.7411137441	0.8106060606	0.5917159763	0.630952381	0.8489208633	0.9961685824	0.6220095694	0.5960784314
222	0.9854460323	1.943921148	0.7411137441	0.8121442125	0.6	0.6282306163	0.8473967684	0.9961685824	0.6201923077	0.5949119374
223	0.9854443833	1.9439143	0.740521327	0.8106060606	0.5958702065	0.6282306163	0.8473967684	0.9961685824	0.6201923077	0.5949119374
224	0.9854416315	1.943904036	0.73992891	0.809073724	0.5917159763	0.6282306163	0.8473967684	0.9961685824	0.6201923077	0.5949119374
225	0.9854697984	1.94390095	0.740521327	0.8106060606	0.5958702065	0.6282306163	0.8473967684	0.9961685824	0.6201923077	0.5949119374
226	0.9854838007	1.943896787	0.740521327	0.8106060606	0.5958702065	0.6282306163	0.8473967684	0.9961685824	0.6201923077	0.5949119374
227	0.9854951848	1.943892562	0.7411137441	0.8121442125	0.6	0.6282306163	0.8473967684	0.9961685824	0.6201923077	0.5949119374
228	0.9854500625	1.943879661	0.7422985782	0.8106060606	0.5958702065	0.6336633663	0.8504504505	0.9961685824	0.623501199	0.5960784314
229	0.9854774422	1.943874985	0.7428909953	0.8106060606	0.6	0.6363636364	0.8519855596	0.9961685824	0.621686747	0.5949119374
230	0.9855562071	1.943862056	0.7440758294	0.8106060606	0.6	0.6363636364	0.8519855596	0.9961685824	0.6282973621	0.5972495088
231	0.9856210864	1.943849604	0.7434834123	0.8106060606	0.6	0.6363636364	0.8519855596	0.9961685824	0.625	0.5960784314
232	0.9856275921	1.943841998	0.7440758294	0.8121442125	0.6041055718	0.6363636364	0.8519855596	0.9961685824	0.625	0.5960784314
233	0.9857014665	1.943830858	0.7440758294	0.8121442125	0.6041055718	0.6363636364	0.8519855596	0.9961685824	0.625	0.5960784314
234	0.9857082894	1.943822188	0.7434834123	0.8106060606	0.6041055718	0.6363636364	0.8519855596	0.9961685824	0.6231884058	0.5949119374
235	0.9857437211	1.943813974	0.7434834123	0.8106060606	0.6041055718	0.6363636364	0.8519855596	0.9961685824	0.6231884058	0.5949119374
236	0.9856969874	1.943800877	0.7452606635	0.8106060606	0.6041055718	0.6363636364	0.8519855596	0.9961685824	0.6313253012	0.6
237	0.9857163032	1.943794537	0.7446682464	0.809073724	0.6	0.6363636364	0.8519855596	0.9961685824	0.6313253012	0.6
238	0.9857393642	1.94378915	0.7446682464	0.809073724	0.6	0.6390532544	0.8535262206	0.9961685824	0.6280193237	0.5988258317
239	0.9857193267	1.94378268	0.7440758294	0.809073724	0.6	0.6363636364	0.8519855596	0.9961685824	0.6280193237	0.5988258317
240	0.9857088281	1.943772274	0.7452606635	0.8075471698	0.5958702065	0.6429980276	0.8550724638	0.9961685824	0.6280193237	0.6015625
241	0.9856974644	1.94376659	0.7458530806	0.8075471698	0.5958702065	0.6470588235	0.8581818182	0.9961685824	0.6280193237	0.5988258317
242	0.9857030702	1.943760677	0.7470379147	0.809073724	0.6	0.6483300589	0.8581818182	0.9961685824	0.6280193237	0.6015625
243	0.9856806637	1.943748596	0.7470379147	0.8106060606	0.6041055718	0.6456692913	0.8566243194	0.9961685824	0.6280193237	0.6015625
244	0.9856849927	1.943742459	0.7476303318	0.8106060606	0.6041055718	0.6483300589	0.8581818182	0.9961685824	0.6280193237	0.6015625
245	0.98579248	1.943734827	0.7476303318	0.8106060606	0.6041055718	0.6483300589	0.8581818182	0.9961685824	0.6280193237	0.6015625
246	0.9858236081	1.943729782	0.7476303318	0.8106060606	0.6041055718	0.6483300589	0.8581818182	0.9961685824	0.6280193237	0.6015625
247	0.9858495902	1.943722202	0.7476303318	0.8106060606	0.6041055718	0.6483300589	0.8581818182	0.9961685824	0.6280193237	0.6015625
248	0.9858590297	1.943716022	0.7482227488	0.8121442125	0.6081871345	0.6483300589	0.8581818182	0.9961685824	0.6280193237	0.6015625
249	0.9858919172	1.94371056	0.7482227488	0.8121442125	0.6081871345	0.6483300589	0.8581818182	0.9961685824	0.6280193237	0.6015625
250	0.9859083874	1.94370552	0.7488151659	0.8121442125	0.6081871345	0.6509803922	0.8581818182	0.9961685824	0.6280193237	0.602739726
251	0.9859251758	1.943698812	0.7482227488	0.8121442125	0.6081871345	0.6483300589	0.8581818182	0.9961685824	0.6280193237	0.6015625
252	0.9859035794	1.943691253	0.7482227488	0.8121442125	0.6081871345	0.6483300589	0.8581818182	0.9961685824	0.6280193237	0.6015625
253	0.9859028392	1.943686044	0.7482227488	0.8121442125	0.6081871345	0.6483300589	0.8581818182	0.9961685824	0.6280193237	0.6015625
254	0.985929644	1.943680847	0.7488151659	0.8136882129	0.612244898	0.6483300589	0.8581818182	0.9961685824	0.6280193237	0.6015625
255	0.9859657936	1.943671915	0.75	0.8152380952	0.6162790698	0.6509803922	0.8597449909	0.9961685824	0.6280193237	0.6015625
256	0.9859492275	1.943665342	0.75	0.8152380952	0.6162790698	0.6509803922	0.8597449909	0.9961685824	0.6280193237	0.6015625
257	0.9859495313	1.943655288	0.7494075829	0.8136882129	0.6081871345	0.6536203523	0.8613138686	0.9961685824	0.6265060241	0.6015625
258	0.9858025189	1.943632071	0.7476303318	0.8106060606	0.6041055718	0.6483300589	0.8581818182	0.9961685824	0.6280193237	0.6015625
259	0.9856734117	1.943608225	0.7434834123	0.809073724	0.6	0.6349206349	0.8504504505	0.9961685824	0.6265060241	0.5988258317
260	0.9857017175	1.943602575	0.7434834123	0.809073724	0.6	0.6349206349	0.8504504505	0.9961685824	0.6265060241	0.5988258317
261	0.9857269484	1.943598085	0.7434834123	0.809073724	0.6	0.6349206349	0.8504504505	0.9961685824	0.6265060241	0.5988258317
262	0.9857267957	1.943590039	0.7446682464	0.809073724	0.6	0.6403162055	0.8535262206	0.9961685824	0.6265060241	0.5988258317
263	0.9857533886	1.943584407	0.7452606635	0.809073724	0.6	0.6429980276	0.8550724638	0.9961685824	0.6265060241	0.5988258317
264	0.9857322084	1.943576311	0.7464454976	0.809073724	0.6	0.6483300589	0.8581818182	0.9961685824	0.6265060241	0.5988258317
265	0.9857767749	1.943565489	0.7434834123	0.809073724	0.6	0.6349206349	0.8504504505	0.9961685824	0.6265060241	0.5988258317
266	0.985813237	1.943560758	0.7446682464	0.809073724	0.6	0.6403162055	0.8535262206	0.9961685824	0.6265060241	0.5988258317
267	0.9858326032	1.943549157	0.7440758294	0.809073724	0.6	0.6376237624	0.8519855596	0.9961685824	0.6265060241	0.5988258317
268	0.9856951382	1.94352681	0.7417061611	0.809073724	0.6	0.626746507	0.8458781362	0.9961685824	0.6265060241	0.5988258317
269	0.9857087014	1.94351484	0.740521327	0.809073724	0.6	0.625498008	0.8458781362	0.9961685824	0.6231884058	0.5949119374
270	0.9857678285	1.943506235	0.7411137441	0.8106060606	0.6041055718	0.625498008	0.8458781362	0.9961685824	0.6231884058	0.5949119374
271	0.9857604689	1.943501699	0.7417061611	0.8106060606	0.6041055718	0.6282306163	0.8473967684	0.9961685824	0.6231884058	0.5949119374
272	0.9857853883	1.943497359	0.7417061611	0.8106060606	0.6041055718	0.6282306163	0.8473967684	0.9961685824	0.6231884058	0.5949119374
273	0.9858351032	1.943487964	0.7417061611	0.8106060606	0.6041055718	0.6282306163	0.8473967684	0.9961685824	0.6231884058	0.5949119374
274	0.9858537268	1.943483733	0.7422985782	0.8121442125	0.6081871345	0.6282306163	0.8473967684	0.9961685824	0.6231884058	0.5949119374
275	0.9858655123	1.94347791	0.7434834123	0.8136882129	0.612244898	0.6294820717	0.8473967684	0.9961685824	0.6231884058	0.59765625
276	0.9858748902	1.943474289	0.7428909953	0.8121442125	0.6081871345	0.6294820717	0.8473967684	0.9961685824	0.6231884058	0.59765625
277	0.9858892662	1.943469033	0.7440758294	0.8136882129	0.612244898	0.6322067594	0.8489208633	0.9961685824	0.6231884058	0.59765625
278	0.9859199752	1.943464886	0.7452606635	0.8136882129	0.612244898	0.6376237624	0.8519855596	0.9961685824	0.6231884058	0.59765625
279	0.9859211763	1.943456253	0.7452606635	0.8136882129	0.612244898	0.6349206349	0.8504504505	0.9961685824	0.6265060241	0.5988258317
280	0.985956603	1.943449644	0.7446682464	0.8136882129	0.612244898	0.6322067594	0.8489208633	0.9961685824	0.6265060241	0.5988258317
281	0.9860085498	1.94343914	0.7458530806	0.8136882129	0.612244898	0.6376237624	0.8519855596	0.9961685824	0.6265060241	0.5988258317
282	0.9860174328	1.94343324	0.7470379147	0.8136882129	0.612244898	0.6429980276	0.8550724638	0.9961685824	0.6265060241	0.5988258317
283	0.98605868	1.943427636	0.7464454976	0.8121442125	0.6081871345	0.6456692913	0.8566243194	0.9961685824	0.6231884058	0.59765625
284	0.9860941871	1.943420466	0.7476303318	0.8121442125	0.6081871345	0.6483300589	0.8581818182	0.9961685824	0.6265060241	0.5988258317
285	0.9860623525	1.943411593	0.7494075829	0.8136882129	0.612244898	0.6536203523	0.8613138686	0.9961685824	0.6265060241	0.5988258317
286	0.9860405313	1.943402166	0.7494075829	0.8121442125	0.6081871345	0.6549019608	0.8613138686	0.9961685824	0.6265060241	0.6015625
287	0.9860589134	1.943397997	0.7488151659	0.8121442125	0.6081871345	0.652259332	0.8597449909	0.9961685824	0.6265060241	0.6015625
288	0.9860572937	1.94339168	0.7494075829	0.8136882129	0.612244898	0.652259332	0.8597449909	0.9961685824	0.6265060241	0.6015625
289	0.9860787247	1.943388331	0.75	0.8136882129	0.612244898	0.6549019608	0.8613138686	0.9961685824	0.6265060241	0.6015625
290	0.9860429984	1.943377124	0.75	0.8121442125	0.6081871345	0.6575342466	0.8613138686	0.9961685824	0.6265060241	0.602739726
291	0.9860281874	1.943371268	0.75	0.8121442125	0.6081871345	0.6575342466	0.8613138686	0.9961685824	0.6265060241	0.602739726
292	0.9859982402	1.943362083	0.7494075829	0.8121442125	0.6081871345	0.6549019608	0.8613138686	0.9961685824	0.6265060241	0.6015625
293	0.9860421235	1.943354403	0.7505924171	0.8121442125	0.6081871345	0.6575342466	0.8613138686	0.9961685824	0.6280193237	0.60546875
294	0.9860470021	1.943346672	0.7505924171	0.8121442125	0.6081871345	0.6575342466	0.8613138686	0.9961685824	0.6280193237	0.60546875
295	0.9859924097	1.943334043	0.75	0.8121442125	0.6081871345	0.6575342466	0.8613138686	0.9961685824	0.6265060241	0.602739726
296	0.9859952596	1.943323369	0.7482227488	0.8121442125	0.6081871345	0.6549707602	0.8613138686	0.9961685824	0.6231884058	0.5960784314
297	0.9859381772	1.943312863	0.7482227488	0.8121442125	0.6081871345	0.6549707602	0.8613138686	0.9961685824	0.6231884058	0.5960784314
298	0.9859787319	1.943304925	0.7494075829	0.8121442125	0.6081871345	0.65625	0.8613138686	0.9961685824	0.6246973366	0.6015625
299	0.9859970187	1.943300263	0.7494075829	0.8121442125	0.6081871345	0.65625	0.8613138686	0.9961685824	0.6246973366	0.6015625
300	0.9860099688	1.94329344	0.7494075829	0.8121442125	0.6081871345	0.65625	0.8613138686	0.9961685824	0.6246973366	0.6015625
301	0.9860286869	1.943285457	0.7488151659	0.8121442125	0.6081871345	0.65625	0.8613138686	0.9961685824	0.6231884058	0.5988258317
302	0.9860500756	1.943278329	0.7482227488	0.8106060606	0.6041055718	0.65625	0.8613138686	0.9961685824	0.6231884058	0.5988258317
303	0.9860580604	1.943269652	0.7476303318	0.8106060606	0.6041055718	0.6536203523	0.8597449909	0.9961685824	0.6231884058	0.5988258317
304	0.9860815383	1.943259211	0.7476303318	0.8106060606	0.6041055718	0.6536203523	0.8597449909	0.9961685824	0.6231884058	0.5988258317
305	0.9861467835	1.943245511	0.7494075829	0.8136882129	0.612244898	0.65625	0.8613138686	0.9961685824	0.6231884058	0.5988258317
306	0.9861364951	1.943240603	0.7488151659	0.8121442125	0.6081871345	0.65625	0.8613138686	0.9961685824	0.6231884058	0.5988258317
307	0.9861124348	1.943233178	0.7488151659	0.8121442125	0.6081871345	0.65625	0.8613138686	0.9961685824	0.6231884058	0.5988258317
308	0.9860971519	1.943223853	0.7488151659	0.8121442125	0.6081871345	0.65625	0.8613138686	0.9961685824	0.6231884058	0.5988258317
309	0.9860695374	1.943214461	0.7494075829	0.8136882129	0.612244898	0.65625	0.8613138686	0.9961685824	0.6231884058	0.5988258317
310	0.9861190954	1.943205734	0.7494075829	0.8136882129	0.612244898	0.65625	0.8613138686	0.9961685824	0.6231884058	0.5988258317
311	0.9861105924	1.943198601	0.7494075829	0.8136882129	0.612244898	0.65625	0.8613138686	0.9961685824	0.6231884058	0.5988258317
312	0.9861439292	1.943191197	0.7494075829	0.8136882129	0.612244898	0.65625	0.8613138686	0.9961685824	0.6231884058	0.5988258317
313	0.986142841	1.943184741	0.7505924171	0.8136882129	0.612244898	0.6588693957	0.8628884826	0.9961685824	0.6265060241	0.6
314	0.9861458289	1.943178655	0.7505924171	0.8136882129	0.612244898	0.6588693957	0.8628884826	0.9961685824	0.6265060241	0.6
315	0.9861594492	1.943171825	0.7505924171	0.8136882129	0.612244898	0.66015625	0.8628884826	0.9961685824	0.6231884058	0.6015625
316	0.9861425028	1.94316578	0.7511848341	0.8136882129	0.612244898	0.6627680312	0.8644688645	0.9961685824	0.6231884058	0.6015625
317	0.9861447186	1.94316142	0.7511848341	0.8136882129	0.612244898	0.6627680312	0.8644688645	0.9961685824	0.6231884058	0.6015625
318	0.9861748782	1.943152763	0.7511848341	0.8136882129	0.612244898	0.6627680312	0.8644688645	0.9961685824	0.6231884058	0.6015625
319	0.9861885846	1.943146917	0.7505924171	0.8121442125	0.6081871345	0.6627680312	0.8644688645	0.9961685824	0.6231884058	0.6015625
320	0.9861510712	1.94313393	0.7494075829	0.8136882129	0.612244898	0.65625	0.8613138686	0.9961685824	0.6231884058	0.5988258317
321	0.9861588418	1.943127642	0.75	0.8136882129	0.612244898	0.6588693957	0.8628884826	0.9961685824	0.6231884058	0.5988258317
322	0.9861731904	1.943121109	0.7505924171	0.8136882129	0.612244898	0.6614785992	0.8644688645	0.9961685824	0.6231884058	0.5988258317
323	0.9862263459	1.943109026	0.7505924171	0.8121442125	0.6081871345	0.6627680312	0.8644688645	0.9961685824	0.6231884058	0.6015625
324	0.9862437651	1.943103996	0.7511848341	0.8136882129	0.612244898	0.6627680312	0.8644688645	0.9961685824	0.6231884058	0.6015625
325	0.986228148	1.943092985	0.7511848341	0.8136882129	0.612244898	0.6640776699	0.8660550459	0.9961685824	0.6231884058	0.5988258317
326	0.9861784504	1.943077442	0.7505924171	0.8106060606	0.6041055718	0.6653696498	0.8660550459	0.9961685824	0.6231884058	0.6015625
327	0.9861830737	1.943070992	0.7505924171	0.8106060606	0.6041055718	0.6666666667	0.8660550459	0.9961685824	0.6231884058	0.6
328	0.9861952135	1.943062987	0.75	0.8106060606	0.6041055718	0.6640776699	0.8660550459	0.9961685824	0.6231884058	0.5988258317
329	0.9862014006	1.943058644	0.75	0.8106060606	0.6041055718	0.6640776699	0.8660550459	0.9961685824	0.6231884058	0.5988258317
330	0.9862041604	1.943055926	0.7511848341	0.8121442125	0.6081871345	0.6653696498	0.8660550459	0.9961685824	0.6231884058	0.6015625
331	0.9862458551	1.943050639	0.7523696682	0.8121442125	0.6081871345	0.6692607004	0.8660550459	0.9961685824	0.6265060241	0.602739726
332	0.9862521083	1.94304433	0.7517772512	0.8121442125	0.6081871345	0.667961165	0.8660550459	0.9961685824	0.6265060241	0.6
333	0.9862413442	1.943033439	0.7505924171	0.8106060606	0.6041055718	0.6653696498	0.8660550459	0.9961685824	0.6265060241	0.5988258317
334	0.9862664261	1.943023008	0.7505924171	0.8106060606	0.6041055718	0.6653696498	0.8660550459	0.9961685824	0.6265060241	0.5988258317
335	0.9862463762	1.943014671	0.7505924171	0.8106060606	0.6041055718	0.6666666667	0.8660550459	0.9961685824	0.6231884058	0.6
336	0.9862405188	1.943004262	0.7511848341	0.8106060606	0.6041055718	0.6666666667	0.8660550459	0.9961685824	0.6246973366	0.602739726
337	0.9862338978	1.942995392	0.7523696682	0.8121442125	0.6081871345	0.667961165	0.8660550459	0.9961685824	0.6246973366	0.60546875
338	0.9862692119	1.942989549	0.7529620853	0.8121442125	0.6081871345	0.6705426357	0.8676470588	0.9961685824	0.6246973366	0.60546875
339	0.9863592919	1.94298149	0.7529620853	0.8121442125	0.6081871345	0.6705426357	0.8676470588	0.9961685824	0.6246973366	0.60546875
340	0.9863890967	1.942958055	0.7517772512	0.8106060606	0.6041055718	0.667961165	0.8660550459	0.9961685824	0.6246973366	0.60546875
341	0.9864079179	1.942945168	0.7517772512	0.8121442125	0.6081871345	0.667961165	0.8660550459	0.9961685824	0.6231884058	0.602739726
342	0.9864108029	1.942941171	0.7517772512	0.8121442125	0.6081871345	0.667961165	0.8660550459	0.9961685824	0.6231884058	0.602739726
343	0.986353307	1.942928648	0.7517772512	0.8121442125	0.6081871345	0.667961165	0.8660550459	0.9961685824	0.6231884058	0.602739726
344	0.9863709789	1.942921444	0.7517772512	0.8121442125	0.6081871345	0.667961165	0.8660550459	0.9961685824	0.6231884058	0.602739726
345	0.9863796656	1.942915328	0.7523696682	0.8121442125	0.6081871345	0.667961165	0.8660550459	0.9961685824	0.6246973366	0.60546875
346	0.9863800345	1.942908006	0.7523696682	0.8121442125	0.6081871345	0.667961165	0.8660550459	0.9961685824	0.6246973366	0.60546875
347	0.986367697	1.94290136	0.7529620853	0.8121442125	0.6081871345	0.6705426357	0.8676470588	0.9961685824	0.6246973366	0.60546875
348	0.9863819515	1.942897579	0.7529620853	0.8121442125	0.6081871345	0.6705426357	0.8676470588	0.9961685824	0.6246973366	0.60546875
349	0.9863986131	1.942888416	0.7529620853	0.8121442125	0.6081871345	0.667961165	0.8681318681	0.9961685824	0.6246973366	0.6066536204
350	0.9864156055	1.942879812	0.7529620853	0.8121442125	0.6081871345	0.667961165	0.8681318681	0.9961685824	0.6246973366	0.6066536204
351	0.986429145	1.942876143	0.7529620853	0.8121442125	0.6081871345	0.667961165	0.8681318681	0.9961685824	0.6246973366	0.6066536204
352	0.986400949	1.942865128	0.7535545024	0.8121442125	0.6081871345	0.6705426357	0.8697247706	0.9961685824	0.6246973366	0.6066536204
353	0.9864005249	1.94285905	0.7535545024	0.8121442125	0.6081871345	0.6705426357	0.8697247706	0.9961685824	0.6246973366	0.6066536204
354	0.9864100931	1.942850088	0.7535545024	0.8121442125	0.6081871345	0.6705426357	0.8697247706	0.9961685824	0.6246973366	0.6066536204
355	0.9864390369	1.942840053	0.7535545024	0.8121442125	0.6081871345	0.6705426357	0.8697247706	0.9961685824	0.6246973366	0.6066536204
356	0.9864539933	1.942835396	0.7535545024	0.8121442125	0.6081871345	0.6705426357	0.8697247706	0.9961685824	0.6246973366	0.6066536204
357	0.9864627909	1.942829923	0.7535545024	0.8121442125	0.6081871345	0.6705426357	0.8697247706	0.9961685824	0.6246973366	0.6066536204
358	0.9864747683	1.94282372	0.7535545024	0.8121442125	0.6081871345	0.6705426357	0.8697247706	0.9961685824	0.6246973366	0.6066536204
359	0.9864911358	1.942815095	0.7535545024	0.8121442125	0.6081871345	0.6705426357	0.8697247706	0.9961685824	0.6246973366	0.6066536204
360	0.9865448609	1.942803756	0.7529620853	0.8121442125	0.6081871345	0.669245648	0.8697247706	0.9961685824	0.6246973366	0.6039215686
361	0.9865451754	1.942796592	0.7535545024	0.8121442125	0.6081871345	0.6705426357	0.8697247706	0.9961685824	0.6246973366	0.6066536204
362	0.9865626531	1.942789106	0.7541469194	0.8121442125	0.6081871345	0.6731141199	0.8713235294	0.9961685824	0.6246973366	0.6066536204
363	0.9865778175	1.942783776	0.7541469194	0.8121442125	0.6081871345	0.6731141199	0.8713235294	0.9961685824	0.6246973366	0.6066536204
364	0.9865954538	1.94277947	0.7541469194	0.8121442125	0.6081871345	0.6731141199	0.8713235294	0.9961685824	0.6246973366	0.6066536204
365	0.9865929531	1.942772649	0.7535545024	0.8121442125	0.6081871345	0.6705426357	0.8697247706	0.9961685824	0.6246973366	0.6066536204
366	0.9865802707	1.942767092	0.7535545024	0.8121442125	0.6081871345	0.6705426357	0.8697247706	0.9961685824	0.6246973366	0.6066536204
367	0.9865782458	1.942760451	0.7535545024	0.8121442125	0.6081871345	0.6705426357	0.8697247706	0.9961685824	0.6246973366	0.6066536204
368	0.9865829097	1.942749412	0.7535545024	0.8121442125	0.6081871345	0.6705426357	0.8697247706	0.9961685824	0.6246973366	0.6066536204
369	0.9865862031	1.942742086	0.7535545024	0.8121442125	0.6081871345	0.6705426357	0.8697247706	0.9961685824	0.6246973366	0.6066536204
370	0.9866114493	1.942735963	0.7547393365	0.8121442125	0.6081871345	0.6756756757	0.8729281768	0.9961685824	0.6246973366	0.6066536204
371	0.9866274617	1.942728356	0.7547393365	0.8121442125	0.6081871345	0.6756756757	0.8729281768	0.9961685824	0.6246973366	0.6066536204
372	0.9866255297	1.94271958	0.7547393365	0.8136882129	0.612244898	0.6731141199	0.8713235294	0.9961685824	0.6246973366	0.6066536204
373	0.9866341174	1.942715053	0.7553317536	0.8136882129	0.612244898	0.6756756757	0.8729281768	0.9961685824	0.6246973366	0.6066536204
374	0.9866188529	1.942706494	0.7553317536	0.8136882129	0.612244898	0.6756756757	0.8729281768	0.9961685824	0.6246973366	0.6066536204
375	0.9865971108	1.942696908	0.7547393365	0.8121442125	0.6081871345	0.6756756757	0.8729281768	0.9961685824	0.6246973366	0.6066536204
376	0.9865886628	1.942690381	0.7535545024	0.8121442125	0.6081871345	0.6718146718	0.8713235294	0.9961685824	0.6246973366	0.6039215686
377	0.9865917229	1.942679321	0.7541469194	0.8121442125	0.6081871345	0.6718146718	0.8713235294	0.9961685824	0.6280193237	0.605108055
378	0.9865978228	1.942675902	0.7547393365	0.8121442125	0.6081871345	0.6743737958	0.8729281768	0.9961685824	0.6280193237	0.605108055
379	0.9865452899	1.942661959	0.7541469194	0.8121442125	0.6081871345	0.6743737958	0.8729281768	0.9961685824	0.6246973366	0.6039215686
380	0.9865663689	1.942656478	0.7547393365	0.8121442125	0.6081871345	0.6743737958	0.8729281768	0.9961685824	0.6280193237	0.605108055
381	0.9865564206	1.942648696	0.7535545024	0.8121442125	0.6081871345	0.6730769231	0.8729281768	0.9961685824	0.6246973366	0.6011787819
382	0.9865639306	1.942643368	0.7547393365	0.8121442125	0.6081871345	0.6743737958	0.8729281768	0.9961685824	0.6280193237	0.605108055
383	0.9865690961	1.942637188	0.7547393365	0.8121442125	0.6081871345	0.6743737958	0.8729281768	0.9961685824	0.6280193237	0.605108055
384	0.9866076251	1.942631925	0.7547393365	0.8121442125	0.6081871345	0.6743737958	0.8729281768	0.9961685824	0.6280193237	0.605108055
385	0.9866205668	1.942624606	0.7547393365	0.8121442125	0.6081871345	0.6743737958	0.8729281768	0.9961685824	0.6280193237	0.605108055
386	0.9866230037	1.942614861	0.7553317536	0.8121442125	0.6081871345	0.6769230769	0.8729281768	0.9961685824	0.6280193237	0.6062992126
387	0.9866416998	1.942611482	0.7553317536	0.8121442125	0.6081871345	0.6769230769	0.8729281768	0.9961685824	0.6280193237	0.6062992126
388	0.9866437228	1.942605768	0.7559241706	0.8136882129	0.612244898	0.6769230769	0.8729281768	0.9961685824	0.6280193237	0.6062992126
389	0.9865881586	1.942584881	0.7541469194	0.8121442125	0.6081871345	0.6730769231	0.8713235294	0.9961685824	0.6280193237	0.6035502959
390	0.986575937	1.942576117	0.7547393365	0.8121442125	0.6081871345	0.6756238004	0.8729281768	0.9961685824	0.6280193237	0.6035502959
391	0.9865802822	1.942570214	0.7541469194	0.8121442125	0.6081871345	0.6756238004	0.8729281768	0.9961685824	0.6246973366	0.6023622047
392	0.9865662916	1.942561818	0.7535545024	0.8121442125	0.6081871345	0.6743295019	0.8729281768	0.9961685824	0.6246973366	0.5996055227
393	0.9865442348	1.942550768	0.7541469194	0.8121442125	0.6081871345	0.6743295019	0.8729281768	0.9961685824	0.6280193237	0.6007905138
394	0.9865246598	1.94253893	0.7535545024	0.8121442125	0.6081871345	0.6717850288	0.8729281768	0.9961685824	0.6280193237	0.5996055227
395	0.9864942197	1.9425247	0.7541469194	0.8121442125	0.6081871345	0.6743295019	0.8729281768	0.9961685824	0.6280193237	0.6007905138
396	0.986514231	1.942520616	0.7541469194	0.8121442125	0.6081871345	0.6743295019	0.8729281768	0.9961685824	0.6280193237	0.6007905138
397	0.9864872471	1.942513968	0.7541469194	0.8121442125	0.6081871345	0.6743295019	0.8729281768	0.9961685824	0.6280193237	0.6007905138
